,container,first_date,first_location,first_status,last_date,last_location,last_status
469,HLBU1192746,2019-03-14 16:49:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
470,HLBU1396919,2019-03-15 08:38:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
471,HLBU1791472,2019-03-14 13:48:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
472,HLBU1795544,2019-03-14 09:40:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
473,HLXU5290964,2019-03-15 08:32:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
474,UACU8230990,2019-03-14 18:29:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
475,UACU8443152,2019-03-14 16:33:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
476,UACU8499491,2019-03-14 11:15:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
477,UACU4787695,2019-03-26 01:22:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
478,HLBU9129499,2019-03-21 10:33:00,SAN ANTONIO,Gate out empty,2019-05-02 00:00:00,COPENHAGEN,Vessel arrival
479,HLXU3278450,2019-03-12 12:07:00,VALPARAISO,Gate out empty,2019-04-21 18:00:00,"SAN JUAN, PUERTO RICO",Vessel arrival
480,HLXU3171230,2019-03-22 00:15:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
481,HLXU8390139,2019-03-16 10:26:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
482,UACU8479242,2019-03-15 09:24:00,VALPARAISO,Gate out empty,2019-04-20 08:00:00,"NORFOLK, VA",Vessel arrival
483,HLBU9024604,2019-03-25 17:44:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
484,UACU5818954,2019-03-15 08:50:00,SANTIAGO DE CHILE,Gate out empty,2019-04-28 00:00:00,"DUBLIN, IRELAND",Vessel arrival
485,HLXU6477142,2019-03-21 16:50:00,ANTOFAGASTA,Gate out empty,2019-04-20 17:00:00,"CHARLESTON, SC",Vessel arrival
486,HLXU8199478,2019-03-21 15:29:00,ANTOFAGASTA,Gate out empty,2019-04-20 17:00:00,"CHARLESTON, SC",Vessel arrival
487,HLXU8302570,2019-03-21 15:39:00,ANTOFAGASTA,Gate out empty,2019-04-20 17:00:00,"CHARLESTON, SC",Vessel arrival
488,CLHU4773823,2019-03-19 17:22:00,SAN ANTONIO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
489,HLBU9224583,2019-03-26 01:32:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
490,HLBU9083119,2019-03-25 15:58:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
491,TGHU1215340,2019-03-15 18:08:00,SANTIAGO DE CHILE,Gate out empty,2019-04-29 07:00:00,"BELFAST, NORTHERN IRELAND",Vessel arrival
492,HLBU1216684,2019-03-25 16:22:00,VALPARAISO,Gate out empty,2019-05-11 02:00:00,BARCELONA,Vessel arrival
493,HLXU3523650,2019-03-25 16:58:00,VALPARAISO,Gate out empty,2019-05-11 02:00:00,BARCELONA,Vessel arrival
494,HLXU3548643,2019-03-26 16:59:00,VALPARAISO,Gate out empty,2019-05-11 02:00:00,BARCELONA,Vessel arrival
495,TGHU1668007,2019-03-26 16:30:00,VALPARAISO,Gate out empty,2019-05-11 02:00:00,BARCELONA,Vessel arrival
496,UACU3390234,2019-03-26 16:29:00,VALPARAISO,Gate out empty,2019-05-11 02:00:00,BARCELONA,Vessel arrival
497,UACU3440187,2019-03-25 16:47:00,VALPARAISO,Gate out empty,2019-05-11 02:00:00,BARCELONA,Vessel arrival
498,HLBU9087325,2019-03-25 15:30:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
499,CLHU3568948,2019-03-22 02:50:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
500,HAMU1055300,2019-03-22 02:50:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
501,HLBU1040131,2019-03-22 02:49:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
502,HLBU1111019,2019-03-22 02:49:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
503,HLBU1118060,2019-03-22 02:49:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
504,HLBU1502800,2019-03-22 02:49:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
505,HLXU1143590,2019-03-22 02:50:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
506,HLXU1284937,2019-03-22 04:05:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
507,HLXU3564900,2019-03-22 02:51:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
508,TEMU1609445,2019-03-22 02:51:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
509,UACU3396736,2019-03-22 02:50:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
510,UACU3513344,2019-03-22 02:49:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
511,UACU3694725,2019-03-22 02:49:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
512,UACU3695803,2019-03-22 02:50:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
513,UACU3698016,2019-03-22 02:50:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
514,UACU4104470,2019-03-22 02:49:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
515,HLBU9017082,2019-03-23 17:51:00,VALPARAISO,Gate out empty,2019-04-29 07:00:00,HELSINGBORG,Vessel arrival
516,UACU4785136,2019-03-23 11:33:00,SAN ANTONIO,Gate out empty,2019-05-05 13:00:00,HELSINKI,Vessel arrival
517,HLXU8737871,2019-03-22 21:00:00,"ROSARIO, CL",Arrival in,2019-04-23 07:00:00,ROTTERDAM,Discharge
518,UACU8474847,2019-03-15 19:07:00,VALPARAISO,Gate out empty,2019-05-06 07:00:00,COPENHAGEN,Vessel arrival
519,HLBU9178174,2019-03-25 12:29:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
520,HLXU5224509,2019-03-22 15:07:00,SANTIAGO DE CHILE,Gate out empty,2019-05-08 07:00:00,RAUMA,Vessel arrival
521,HAMU1153837,2019-03-22 10:12:00,ANTOFAGASTA,Gate out empty,2019-05-15 22:00:00,BUSAN,Vessel arrival
522,HLBU2019680,2019-03-22 08:51:00,ANTOFAGASTA,Gate out empty,2019-05-15 22:00:00,BUSAN,Vessel arrival
523,HLBU2131766,2019-03-22 09:29:00,ANTOFAGASTA,Gate out empty,2019-05-15 22:00:00,BUSAN,Vessel arrival
524,HLBU2195863,2019-03-21 16:40:00,ANTOFAGASTA,Gate out empty,2019-05-15 22:00:00,BUSAN,Vessel arrival
525,TGHU9856269,2019-03-22 10:54:00,ANTOFAGASTA,Gate out empty,2019-05-15 22:00:00,BUSAN,Vessel arrival
526,UACU5120161,2019-03-22 10:17:00,ANTOFAGASTA,Gate out empty,2019-05-15 22:00:00,BUSAN,Vessel arrival
527,UACU5961190,2019-03-22 10:18:00,ANTOFAGASTA,Gate out empty,2019-05-15 22:00:00,BUSAN,Vessel arrival
528,UASU1035206,2019-03-22 10:44:00,ANTOFAGASTA,Gate out empty,2019-05-15 22:00:00,BUSAN,Vessel arrival
529,UACU4788900,2019-03-25 23:01:00,VALPARAISO,Gate out empty,2019-04-15 16:00:00,"SAVANNAH, GA",Vessel arrival
530,UACU4752430,2019-03-25 21:10:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
531,HLXU8741146,2019-03-23 12:47:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
532,HLXU1247234,2019-03-09 12:07:00,SAN ANTONIO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
533,UACU8427465,2019-03-25 20:45:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
534,HLBU1518468,2019-03-23 14:45:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
535,HLBU9250577,2019-03-22 22:08:00,SAN ANTONIO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
536,HLXU8709714,2019-03-22 11:25:00,SAN ANTONIO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
537,HLXU8782227,2019-03-22 02:17:00,SAN ANTONIO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
538,UACU4085852,2019-03-21 15:49:00,SANTIAGO DE CHILE,Gate out empty,2019-05-08 07:00:00,RAUMA,Vessel arrival
539,HLBU2045164,2019-03-14 11:13:00,VALPARAISO,Gate out empty,2019-04-21 13:00:00,"HOUSTON, TX",Vessel arrival
540,HLBU9003880,2019-03-26 12:53:00,SAN ANTONIO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
541,UACU8099387,2019-03-14 15:32:00,SANTIAGO DE CHILE,Gate out empty,2019-04-22 00:00:00,TEGUCIGALPA,Arrival in
542,HLBU2286407,2019-03-19 13:48:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
543,HLBU2302766,2019-03-21 12:19:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
544,HLBU2310777,2019-03-19 16:22:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
545,HLBU2313415,2019-03-21 12:19:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
546,HLBU2313420,2019-03-20 10:11:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
547,HLBU2313591,2019-03-20 09:04:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
548,TEMU1610929,2019-03-19 16:49:00,SANTIAGO DE CHILE,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
549,TEMU1621585,2019-03-19 16:22:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
550,TEMU1972804,2019-03-19 14:40:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
551,UACU3965128,2019-03-19 13:48:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
552,AMFU8628640,2019-03-21 10:07:00,ANTOFAGASTA,Gate out empty,2019-04-27 12:00:00,HAMBURG,Vessel arrival
553,HLBU1121742,2019-03-22 16:42:00,PUERTO ANGAMOS,Gate out empty,2019-04-18 03:00:00,"VERACRUZ, VER",Vessel arrival
554,HLBU1790075,2019-03-22 15:02:00,PUERTO ANGAMOS,Gate out empty,2019-04-18 03:00:00,"VERACRUZ, VER",Vessel arrival
555,HLXU5132418,2019-03-22 16:56:00,PUERTO ANGAMOS,Gate out empty,2019-04-18 03:00:00,"VERACRUZ, VER",Vessel arrival
556,HLXU5284961,2019-03-22 14:16:00,PUERTO ANGAMOS,Gate out empty,2019-04-18 03:00:00,"VERACRUZ, VER",Vessel arrival
557,HLXU5398590,2019-03-22 11:17:00,PUERTO ANGAMOS,Gate out empty,2019-04-18 03:00:00,"VERACRUZ, VER",Vessel arrival
558,UACU8395394,2019-03-22 16:49:00,PUERTO ANGAMOS,Gate out empty,2019-04-18 03:00:00,"VERACRUZ, VER",Vessel arrival
559,CLHU8699642,2019-03-05 17:07:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
560,HLBU1191251,2019-03-13 11:44:00,SANTIAGO DE CHILE,Gate out empty,2019-05-16 09:00:00,OSLO,Vessel arrival
561,HLBU1428620,2019-03-12 10:32:00,SANTIAGO DE CHILE,Gate out empty,2019-05-02 00:00:00,OSLO,Discharge
562,UACU8584000,2019-03-14 15:03:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
563,CPSU5146813,2019-03-19 18:37:00,VALPARAISO,Gate out empty,2019-04-21 18:00:00,"SAN JUAN, PUERTO RICO",Vessel arrival
564,AXIU8471913,2019-03-27 13:06:00,VALPARAISO,Gate out empty,2019-05-03 14:00:00,BARCELONA,Vessel arrival
565,CPSU1745710,2019-03-27 10:43:00,VALPARAISO,Gate out empty,2019-05-03 14:00:00,BARCELONA,Vessel arrival
566,HLXU1120569,2019-03-26 16:26:00,VALPARAISO,Gate out empty,2019-05-03 14:00:00,BARCELONA,Vessel arrival
567,HLXU1160767,2019-03-27 10:47:00,VALPARAISO,Gate out empty,2019-05-03 14:00:00,BARCELONA,Vessel arrival
568,HLXU1351444,2019-03-26 16:26:00,VALPARAISO,Gate out empty,2019-05-03 14:00:00,BARCELONA,Vessel arrival
569,HLXU3317963,2019-03-26 16:20:00,VALPARAISO,Gate out empty,2019-05-03 14:00:00,BARCELONA,Vessel arrival
570,TGHU3711442,2019-03-26 16:21:00,VALPARAISO,Gate out empty,2019-05-03 14:00:00,BARCELONA,Vessel arrival
571,UACU3434250,2019-03-26 16:14:00,VALPARAISO,Gate out empty,2019-05-03 14:00:00,BARCELONA,Vessel arrival
572,XINU1020980,2019-03-27 10:44:00,VALPARAISO,Gate out empty,2019-05-03 14:00:00,BARCELONA,Vessel arrival
573,XINU1269211,2019-03-26 16:14:00,VALPARAISO,Gate out empty,2019-05-03 14:00:00,BARCELONA,Vessel arrival
574,CPSU1790690,2019-03-22 00:15:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
575,HLXU3152436,2019-03-22 00:15:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
576,TEMU1482406,2019-03-22 00:16:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
577,UACU3268930,2019-03-22 00:15:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
578,HLBU1488804,2019-03-22 10:45:00,SANTIAGO DE CHILE,Gate out empty,2019-04-18 03:00:00,"VERACRUZ, VER",Vessel arrival
579,UACU4154613,2019-03-20 12:57:00,SANTIAGO DE CHILE,Gate out empty,2019-05-07 00:00:00,SZCZECIN,Vessel arrival
580,HAMU1293124,2019-03-21 09:33:00,ANTOFAGASTA,Gate out empty,2019-05-19 09:00:00,TIANJIN XINGANG,Vessel arrival
581,UACU8295501,2019-03-19 09:34:00,SANTIAGO DE CHILE,Gate out empty,2019-05-02 07:00:00,GDYNIA,Vessel arrival
582,UACU4755358,2019-03-25 19:44:00,VALPARAISO,Gate out empty,2019-05-03 18:30:00,SAINT PETERSBURG,Vessel arrival
583,HLBU9040570,2019-03-23 14:32:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
584,HLBU9051493,2019-03-23 14:52:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
585,HLBU9052144,2019-03-23 11:58:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
586,UACU5257658,2019-03-15 11:20:00,SANTIAGO DE CHILE,Gate out empty,2019-04-26 00:00:00,"ATLANTA, GA",Arrival in
587,UACU5515011,2019-03-15 12:54:00,SANTIAGO DE CHILE,Gate out empty,2019-04-26 00:00:00,"ATLANTA, GA",Arrival in
588,UACU5811559,2019-03-15 17:57:00,SANTIAGO DE CHILE,Gate out empty,2019-04-26 00:00:00,"ATLANTA, GA",Arrival in
589,HLXU8734173,2019-03-22 02:23:00,SAN ANTONIO,Gate out empty,2019-05-06 00:00:00,COPENHAGEN,Discharge
590,HLXU6770016,2019-03-25 18:27:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
591,HLXU6758140,2019-03-24 00:50:00,SAN ANTONIO,Gate out empty,2019-04-29 07:00:00,HELSINGBORG,Vessel arrival
592,UACU8551389,2019-03-15 13:03:00,SAN ANTONIO,Gate out empty,2019-04-28 07:00:00,"OAKLAND, CA",Vessel arrival
593,UACU8559190,2019-03-22 16:52:00,SANTIAGO DE CHILE,Gate out empty,2019-05-08 07:00:00,RAUMA,Vessel arrival
594,CLHU3325228,2019-03-22 04:06:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
595,HLXU1036870,2019-03-22 02:51:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
596,HLXU1327303,2019-03-22 04:05:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
597,HLXU3364311,2019-03-22 04:06:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
598,TEMU1651759,2019-03-22 04:05:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
599,TEMU1678765,2019-03-22 04:07:00,PUERTO ANGAMOS,Gate out empty,2019-05-06 12:00:00,DUNKERQUE,Vessel arrival
600,UACU8366333,2019-02-20 17:04:00,SAN ANTONIO,Gate out empty,2019-04-28 00:00:00,"DUBLIN, IRELAND",Vessel arrival
601,CPSU1757985,2019-03-14 18:15:00,VALPARAISO,Gate out empty,2019-04-18 13:00:00,BRIDGETOWN,Vessel arrival
602,HAMU1193974,2019-03-15 15:11:00,SANTIAGO DE CHILE,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
603,HLBU2207687,2019-03-15 13:46:00,SANTIAGO DE CHILE,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
604,HLXU8589795,2019-03-15 15:42:00,SANTIAGO DE CHILE,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
605,UACU5480105,2019-03-21 19:57:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
606,HLXU8711516,2019-03-26 00:15:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
607,HLBU9125699,2019-03-26 00:37:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,"PHILADELPHIA, PA",Vessel arrival
608,UAEU1255720,2019-04-12 11:24:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
609,HLBU1029554,2019-03-25 09:19:00,SANTIAGO DE CHILE,Gate out empty,2019-05-05 00:00:00,MADRID,Arrival in
610,HLBU9157443,2019-03-26 00:39:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
611,LNXU9653650,2019-03-23 10:31:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
612,TGHU1223304,2019-03-12 21:32:00,SAN ANTONIO,Gate out empty,2019-04-26 00:00:00,MOERDIJK,Arrival in
613,UACU3771349,2019-03-13 18:27:00,SAN ANTONIO,Gate out empty,2019-04-26 00:00:00,MOERDIJK,Arrival in
614,HLBU1804008,2019-03-20 17:28:00,SANTIAGO DE CHILE,Gate out empty,2019-05-07 07:00:00,AARHUS,Vessel arrival
615,LNXU7550225,2019-03-25 15:33:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
616,UACU5377925,2019-03-15 11:29:00,SANTIAGO DE CHILE,Gate out empty,2019-04-28 00:00:00,"DUBLIN, IRELAND",Vessel arrival
617,CSVU7503376,2019-03-26 13:33:00,SAN ANTONIO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
618,HLXU8779007,2019-03-22 21:34:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
619,UACU3455572,2019-03-16 09:31:00,VALPARAISO,Gate out empty,2019-04-30 07:00:00,TEESPORT,Vessel arrival
620,CSVU7500042,2019-03-22 15:46:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
621,HLBU9078508,2019-03-22 20:40:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
622,HLBU1823667,2019-03-15 18:36:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
623,UACU8388857,2019-03-23 13:43:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
624,CPSU5111313,2019-03-23 10:42:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
625,GATU1372887,2019-03-15 13:14:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
626,HLBU1179430,2019-03-15 13:58:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
627,UACU4114077,2019-03-15 13:57:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
628,CPSU5129992,2019-03-23 13:23:00,SAN ANTONIO,Gate out empty,2019-04-15 16:00:00,"SAVANNAH, GA",Vessel arrival
629,UACU3763507,2019-03-19 14:53:00,IQUIQUE,Gate out empty,2019-05-01 13:00:00,GENOA,Vessel arrival
630,CPSU5156405,2019-03-22 20:47:00,SAN ANTONIO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
631,UACU8444457,2019-03-12 10:26:00,VALPARAISO,Gate out empty,2019-05-02 17:00:00,"HALIFAX, NS",Vessel arrival
632,CLHU4796536,2019-03-16 14:00:00,SAN ANTONIO,Gate out empty,2019-04-30 07:00:00,TEESPORT,Vessel arrival
633,UACU5378731,2019-03-20 12:57:00,VALPARAISO,Gate out empty,2019-05-04 08:00:00,"VANCOUVER, BC",Vessel arrival
634,HLBU9031671,2019-03-25 17:45:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
635,HLBU9172474,2019-03-23 10:21:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
636,UACU5905133,2019-03-13 13:36:00,SANTIAGO DE CHILE,Gate out empty,2019-05-03 00:00:00,GOTHENBURG,Discharge
637,TGBU2621126,2019-03-22 17:14:00,VALPARAISO,Arrival in,2019-04-30 07:00:00,TEESPORT,Vessel arrival
638,HLXU8777513,2019-03-25 10:17:00,SAN ANTONIO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
639,HLBU9105389,2019-03-25 19:30:00,VALPARAISO,Gate out empty,2019-05-14 10:00:00,"SYDNEY, NSW",Vessel arrival
640,CPSU5147189,2019-03-23 01:41:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
641,HLBU9093966,2019-03-25 10:29:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
642,HLXU8725675,2019-03-23 13:30:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
643,UACU4805464,2019-03-23 20:16:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
644,UAEU1246009,2019-03-25 10:09:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
645,HLBU1781068,2019-03-18 10:34:00,VALPARAISO,Gate out empty,2019-04-22 00:00:00,LA CEIBA,Arrival in
646,HLXU8345124,2019-03-18 11:37:00,VALPARAISO,Gate out empty,2019-05-08 00:00:00,WORLD WIDE DUMMY LOCATION EQUIPMENT,Arrival in
647,HLBU9231052,2019-03-23 12:07:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
648,HLBU9001553,2019-03-25 14:55:00,VALPARAISO,Gate out empty,2019-04-15 16:00:00,"SAVANNAH, GA",Vessel arrival
649,HLBU9161802,2019-03-25 18:33:00,VALPARAISO,Gate out empty,2019-04-21 18:00:00,"SAN JUAN, PUERTO RICO",Vessel arrival
650,HLXU6519021,2019-03-18 21:40:00,VALPARAISO,Arrival in,2019-04-28 00:00:00,"DUBLIN, IRELAND",Vessel arrival
651,HLXU5256229,2019-03-25 12:17:00,SANTIAGO DE CHILE,Gate out empty,2019-05-10 07:00:00,"VANCOUVER, BC",Vessel arrival
652,UACU8578944,2019-03-15 13:43:00,VALPARAISO,Gate out empty,2019-05-04 07:00:00,STOCKHOLM,Vessel arrival
653,AMFU3114823,2019-03-22 01:46:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
654,AMFU3225555,2019-03-22 01:49:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
655,CPSU1787510,2019-03-22 01:49:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
656,HAMU1012886,2019-03-22 01:47:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
657,HLBU1009687,2019-03-22 01:48:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
658,HLBU1119806,2019-03-22 01:48:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
659,HLBU1349218,2019-03-22 01:48:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
660,HLBU1450429,2019-03-22 01:48:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
661,HLXU1232131,2019-03-22 01:47:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
662,HLXU1325867,2019-03-22 01:48:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
663,HLXU1398267,2019-03-22 01:48:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
664,HLXU3067885,2019-03-22 01:47:00,PUERTO ANGAMOS,Gate out empty,2019-04-25 00:00:00,ROTTERDAM,Arrival in
